,school_name,english_rank,english_tested,english_score,english_image,math_rank,math_tested,math_score,math_image
346,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/amherst.xml#schools'>Fort River Elementary</a>,401,59,59,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,576,59,47,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
347,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/southernberkshire.xml#schools'>New Marlborough Central</a>,442,16,56,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,576,17,47,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
348,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/taunton.xml#schools'>Mulcahey Elementary School</a>,470,96,54,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,576,98,47,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
349,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/beverly.xml#schools'>North Beverly Elementary</a>,515,70,51,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,576,70,47,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
350,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/newbedford.xml#schools'>James B Congdon</a>,588,34,47,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,576,34,47,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
351,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/milford.xml#schools'>Woodland</a>,597,287,46,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,576,285,47,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
352,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/mysticvalleyregionalcharter.xml#schools'>Mystic Valley Regional Charter School</a>,597,116,46,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,576,116,47,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
353,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/hamiltonwenham.xml#schools'>Bessie Buker Elementary</a>,649,45,42,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,576,45,47,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
354,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/pioneervalley.xml#schools'>Northfield Elementary</a>,679,30,40,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,576,30,47,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
355,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/gloucester.xml#schools'>East Gloucester Elementary</a>,712,45,36,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,576,45,47,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
356,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/benjaminbannekercharter.xml#schools'>Benjamin Banneker Charter Public School</a>,159,49,73,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,552,50,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
357,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/eastham.xml#schools'>Eastham Elementary</a>,247,40,68,NA,552,40,48,NA
358,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/dartmouth.xml#schools'>James M. Quinn School</a>,363,103,61,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,552,104,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
359,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/framingham.xml#schools'>Potter Road</a>,378,65,60,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,552,65,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
360,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/norwood.xml#schools'>F A Cleveland</a>,427,60,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,552,60,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
361,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/ayershirleyschooldistrict.xml#schools'>Page Hilltop School</a>,427,84,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,552,84,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
362,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/northbrookfield.xml#schools'>North Brookfield Elementary</a>,456,51,55,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,552,50,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
363,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/newburyport.xml#schools'>Edward G. Molin Elementary School</a>,484,160,53,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,552,157,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
364,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/lowell.xml#schools'>Charles W Morey</a>,515,86,51,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,552,85,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
365,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/barnstable.xml#schools'>Barnstable United Elementary School</a>,534,362,50,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,552,365,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
366,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/lowell.xml#schools'>Peter W Reilly</a>,572,103,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,552,103,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
367,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/methuen.xml#schools'>Comprehensive Grammar School</a>,572,128,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,552,128,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
368,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/peabody.xml#schools'>John E. McCarthy</a>,611,33,45,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,552,33,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
369,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/randolph.xml#schools'>Elizabeth G Lyons Elementary</a>,611,49,45,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,552,50,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
370,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/westfield.xml#schools'>Highland</a>,611,62,45,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,552,61,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
371,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/quincy.xml#schools'>Lincoln-Hancock Community School</a>,626,85,44,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,552,85,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
372,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/almadelmarcharterschool.xml#schools'>Alma del Mar Charter School</a>,636,40,43,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,552,40,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
373,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/cambridge.xml#schools'>Graham and Parks</a>,712,39,36,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,552,40,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
374,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/somerville.xml#schools'>Winter Hill Community</a>,712,33,36,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,552,33,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
375,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/lawrence.xml#schools'>Francis M Leahy</a>,758,91,32,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,552,91,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
376,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/springfield.xml#schools'>Rebecca M Johnson</a>,758,104,32,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,552,103,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
377,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/lynn.xml#schools'>Wm P Connery</a>,772,75,31,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,552,75,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
378,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/boston.xml#schools'>Donald Mckay</a>,790,83,29,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,552,85,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
379,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/lowell.xml#schools'>Bartlett Community Partnership</a>,790,42,29,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,552,42,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
380,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/fitchburg.xml#schools'>Crocker Elementary</a>,190,85,71,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,537,84,49,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
381,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/walpole.xml#schools'>Boyden</a>,279,77,66,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,537,77,49,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
382,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/franklin.xml#schools'>Davis Thayer</a>,309,59,64,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,537,59,49,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
383,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/lincoln.xml#schools'>Hanscom Middle</a>,414,38,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,537,39,49,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
384,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/bourne.xml#schools'>Bournedale Elementary School</a>,442,79,56,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,537,79,49,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
385,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/holbrook.xml#schools'>South</a>,456,111,55,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,537,112,49,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
386,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/ashland.xml#schools'>David Mindess</a>,484,204,53,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,537,205,49,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
387,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/leominster.xml#schools'>Johnny Appleseed</a>,484,133,53,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,537,134,49,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
388,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/winthrop.xml#schools'>Arthur T. Cummings Elementary School</a>,572,140,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,537,141,49,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
389,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/freetownlakeville.xml#schools'>George R Austin Intermediate School</a>,588,213,47,NA,537,212,49,NA
390,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/billerica.xml#schools'>John F Kennedy</a>,611,65,45,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,537,65,49,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
391,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/lowell.xml#schools'>Washington</a>,626,70,44,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,537,70,49,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
392,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/springfield.xml#schools'>Glenwood</a>,636,47,43,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,537,47,49,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
